runid                 	all	drc-contextualized-partial	mh-simple-no	mh-simple-partial	mhw-contextualized-partial	ml-simple-no	ml-simple-partial
set_P                 	1634952948	0.4500	0.0500	0.3500	0.4000	0.0000	0.1500
set_recall            	1634952948	0.3913	0.0435	0.3043	0.3478	0.0000	0.1304
set_F                 	1634952948	0.4186	0.0465	0.3256	0.3721	0.0000	0.1395
num_ret               	1659846037	20	20	20	20	20	20
num_rel               	1659846037	4	4	4	4	4	4
num_rel_ret           	1659846037	3	2	3	4	2	2
map                   	1659846037	0.3431	0.1458	0.4702	0.6707	0.1548	0.3214
ndcg_cut_01            	1659846037	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	1659846037	0.6131	0.0000	0.6131	1.0000	0.0000	0.6131
ndcg_cut_03            	1659846037	0.5317	0.1329	0.6646	0.8671	0.1329	0.5317
ndcg_cut_04            	1659846037	0.4770	0.1193	0.5963	0.7780	0.1193	0.4770
ndcg_cut_05            	1659846037	0.4770	0.1193	0.5963	0.7780	0.1193	0.4770
ndcg_cut_06            	1659846037	0.4770	0.1193	0.5963	0.7780	0.1193	0.4770
ndcg_cut_07            	1659846037	0.4770	0.1193	0.5963	0.7780	0.2783	0.6361
ndcg_cut_08            	1659846037	0.4770	0.2697	0.5963	0.8533	0.2783	0.6361
ndcg_cut_09            	1659846037	0.6206	0.2697	0.5963	0.8533	0.2783	0.6361
ndcg_cut_10           	1659846037	0.6206	0.2697	0.5963	0.8533	0.2783	0.6361
ndcg_cut_11           	1659846037	0.6206	0.2697	0.5963	0.8533	0.2783	0.6361
ndcg_cut_12           	1659846037	0.6206	0.2697	0.5963	0.8533	0.2783	0.6361
ndcg_cut_13           	1659846037	0.6206	0.2697	0.5963	0.9159	0.2783	0.6361
ndcg_cut_14           	1659846037	0.6206	0.2697	0.7184	0.9159	0.2783	0.6361
ndcg_cut_15           	1659846037	0.6206	0.2697	0.7184	0.9159	0.2783	0.6361
ndcg_cut_16           	1659846037	0.6206	0.2697	0.7184	0.9159	0.2783	0.6361
ndcg_cut_17           	1659846037	0.6206	0.2697	0.7184	0.9159	0.2783	0.6361
ndcg_cut_18           	1659846037	0.6206	0.2697	0.7184	0.9159	0.2783	0.6361
ndcg_cut_19           	1659846037	0.6206	0.2697	0.7184	0.9159	0.2783	0.6361
ndcg_cut_20           	1659846037	0.6749	0.2697	0.7184	0.9159	0.2783	0.6361
set_P                 	1659846037	0.1500	0.1000	0.1500	0.2000	0.1000	0.1000
set_recall            	1659846037	0.7500	0.5000	0.7500	1.0000	0.5000	0.5000
set_F                 	1659846037	0.2500	0.1667	0.2500	0.3333	0.1667	0.1667
num_ret               	1668711967	20	20	20	20	20	20
num_rel               	1668711967	18	18	18	18	18	18
num_rel_ret           	1668711967	9	3	4	5	3	9
map                   	1668711967	0.3638	0.0921	0.1449	0.1784	0.0777	0.3809
ndcg_cut_01            	1668711967	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	1668711967	0.8066	0.6131	0.8066	0.6131	0.6131	0.8066
ndcg_cut_03            	1668711967	0.7346	0.4693	0.6173	0.5866	0.4693	0.7346
ndcg_cut_04            	1668711967	0.6672	0.5180	0.5607	0.5328	0.4262	0.6672
ndcg_cut_05            	1668711967	0.6926	0.4785	0.5180	0.5683	0.3937	0.6926
ndcg_cut_06            	1668711967	0.6472	0.4472	0.4840	0.5966	0.3679	0.6472
ndcg_cut_07            	1668711967	0.6676	0.4213	0.4561	0.5622	0.3467	0.6098
ndcg_cut_08            	1668711967	0.6329	0.3995	0.4324	0.5330	0.3287	0.6300
ndcg_cut_09            	1668711967	0.6031	0.3807	0.4120	0.5079	0.3604	0.6475
ndcg_cut_10           	1668711967	0.5770	0.3642	0.4375	0.4859	0.3447	0.6627
ndcg_cut_11           	1668711967	0.5538	0.3496	0.4199	0.4664	0.3309	0.6361
ndcg_cut_12           	1668711967	0.5705	0.3365	0.4042	0.4489	0.3185	0.6123
ndcg_cut_13           	1668711967	0.5505	0.3247	0.4251	0.4332	0.3074	0.6259
ndcg_cut_14           	1668711967	0.5654	0.3139	0.4111	0.4189	0.2972	0.6052
ndcg_cut_15           	1668711967	0.5790	0.3041	0.3982	0.4058	0.2879	0.5863
ndcg_cut_16           	1668711967	0.5618	0.2951	0.3864	0.3937	0.2794	0.5689
ndcg_cut_17           	1668711967	0.5459	0.2867	0.3755	0.3826	0.3280	0.5528
ndcg_cut_18           	1668711967	0.5582	0.2790	0.3653	0.3993	0.3192	0.5379
ndcg_cut_19           	1668711967	0.5582	0.3056	0.3653	0.3993	0.3192	0.5379
ndcg_cut_20           	1668711967	0.5582	0.3056	0.3653	0.3993	0.3192	0.5640
set_P                 	1668711967	0.4500	0.1500	0.2000	0.2500	0.1500	0.4500
set_recall            	1668711967	0.5000	0.1667	0.2222	0.2778	0.1667	0.5000
set_F                 	1668711967	0.4737	0.1579	0.2105	0.2632	0.1579	0.4737
num_ret               	1689442184	20	20	20	20	20	20
num_rel               	1689442184	6	6	6	6	6	6
num_rel_ret           	1689442184	2	2	2	1	2	2
map                   	1689442184	0.0741	0.3333	0.0741	0.0208	0.3333	0.0741
ndcg_cut_01            	1689442184	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000
ndcg_cut_02            	1689442184	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000
ndcg_cut_03            	1689442184	0.2346	0.7654	0.2346	0.0000	0.7654	0.2346
ndcg_cut_04            	1689442184	0.1952	0.6367	0.1952	0.0000	0.6367	0.1952
ndcg_cut_05            	1689442184	0.1696	0.5531	0.1696	0.0000	0.5531	0.1696
ndcg_cut_06            	1689442184	0.1599	0.5216	0.1599	0.0000	0.5216	0.1599
ndcg_cut_07            	1689442184	0.1599	0.5216	0.1599	0.0000	0.5216	0.1599
ndcg_cut_08            	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_09            	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_10           	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_11           	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_12           	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_13           	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_14           	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_15           	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_16           	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_17           	1689442184	0.1599	0.5216	0.1599	0.1009	0.5216	0.1599
ndcg_cut_18           	1689442184	0.2352	0.5216	0.2352	0.1009	0.5216	0.1976
ndcg_cut_19           	1689442184	0.2352	0.5216	0.2352	0.1009	0.5216	0.1976
ndcg_cut_20           	1689442184	0.2352	0.5216	0.2352	0.1009	0.5216	0.1976
set_P                 	1689442184	0.1000	0.1000	0.1000	0.0500	0.1000	0.1000
set_recall            	1689442184	0.3333	0.3333	0.3333	0.1667	0.3333	0.3333
set_F                 	1689442184	0.1538	0.1538	0.1538	0.0769	0.1538	0.1538
num_ret               	1744816435	20	20	20	20	20	20
num_rel               	1744816435	40	40	40	40	40	40
num_rel_ret           	1744816435	11	3	7	7	5	11
map                   	1744816435	0.1665	0.0101	0.0455	0.0630	0.0324	0.1104
ndcg_cut_01            	1744816435	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_02            	1744816435	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_03            	1744816435	0.7654	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_04            	1744816435	0.6367	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_05            	1744816435	0.5531	0.0000	0.0000	0.1312	0.1312	0.0000
ndcg_cut_06            	1744816435	0.6013	0.0000	0.0000	0.2249	0.1171	0.1078
ndcg_cut_07            	1744816435	0.6378	0.0000	0.0000	0.2042	0.1980	0.1895
ndcg_cut_08            	1744816435	0.5869	0.0000	0.0798	0.2677	0.1822	0.1744
ndcg_cut_09            	1744816435	0.5454	0.0000	0.0741	0.2488	0.1693	0.2328
ndcg_cut_10           	1744816435	0.5107	0.0000	0.0694	0.2330	0.1585	0.2180
ndcg_cut_11           	1744816435	0.5390	0.0000	0.1233	0.2773	0.1493	0.2054
ndcg_cut_12           	1744816435	0.5104	0.0531	0.1698	0.3157	0.1945	0.2476
ndcg_cut_13           	1744816435	0.5344	0.0995	0.1615	0.3492	0.1849	0.2845
ndcg_cut_14           	1744816435	0.5557	0.0950	0.1541	0.3333	0.1765	0.3171
ndcg_cut_15           	1744816435	0.5746	0.0909	0.1902	0.3191	0.2116	0.3036
ndcg_cut_16           	1744816435	0.5917	0.0873	0.2226	0.3063	0.2031	0.3315
ndcg_cut_17           	1744816435	0.5693	0.0840	0.2142	0.2947	0.2333	0.3568
ndcg_cut_18           	1744816435	0.5489	0.1167	0.2423	0.2842	0.2249	0.3798
ndcg_cut_19           	1744816435	0.5643	0.1128	0.2341	0.3085	0.2173	0.4008
ndcg_cut_20           	1744816435	0.5783	0.1091	0.2589	0.2985	0.2103	0.4202
set_P                 	1744816435	0.5500	0.1500	0.3500	0.3500	0.2500	0.5500
set_recall            	1744816435	0.2750	0.0750	0.1750	0.1750	0.1250	0.2750
set_F                 	1744816435	0.3667	0.1000	0.2333	0.2333	0.1667	0.3667
num_ret               	1796458291	20	20	20	20	20	20
num_rel               	1796458291	13	13	13	13	13	13
num_rel_ret           	1796458291	5	4	6	6	2	2
map                   	1796458291	0.2119	0.1382	0.2711	0.2589	0.1538	0.1538
ndcg_cut_01            	1796458291	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000
ndcg_cut_02            	1796458291	0.3869	0.0000	0.3869	0.3869	1.0000	1.0000
ndcg_cut_03            	1796458291	0.5307	0.2346	0.5307	0.5307	0.7654	0.7654
ndcg_cut_04            	1796458291	0.4415	0.3633	0.6096	0.5256	0.6367	0.6367
ndcg_cut_05            	1796458291	0.5148	0.4469	0.5952	0.5878	0.5531	0.5531
ndcg_cut_06            	1796458291	0.4593	0.3987	0.5311	0.5244	0.4935	0.4935
ndcg_cut_07            	1796458291	0.4852	0.3795	0.5056	0.4993	0.4698	0.4698
ndcg_cut_08            	1796458291	0.4642	0.3630	0.4836	0.4776	0.4494	0.4494
ndcg_cut_09            	1796458291	0.4457	0.3486	0.4643	0.4585	0.4315	0.4315
ndcg_cut_10           	1796458291	0.4293	0.3358	0.4472	0.4417	0.4156	0.4156
ndcg_cut_11           	1796458291	0.4145	0.3929	0.5005	0.4265	0.4014	0.4014
ndcg_cut_12           	1796458291	0.4655	0.3802	0.4844	0.4128	0.3884	0.3884
ndcg_cut_13           	1796458291	0.4514	0.3687	0.4697	0.4003	0.3767	0.3767
ndcg_cut_14           	1796458291	0.4514	0.3687	0.4697	0.4003	0.3767	0.3767
ndcg_cut_15           	1796458291	0.4514	0.3687	0.4697	0.4291	0.3767	0.3767
ndcg_cut_16           	1796458291	0.4514	0.3687	0.4697	0.4291	0.3767	0.3767
ndcg_cut_17           	1796458291	0.4514	0.3687	0.4974	0.4291	0.3767	0.3767
ndcg_cut_18           	1796458291	0.4514	0.3687	0.4974	0.4291	0.3767	0.3767
ndcg_cut_19           	1796458291	0.4514	0.3687	0.4974	0.4826	0.3767	0.3767
ndcg_cut_20           	1796458291	0.4514	0.3687	0.4974	0.4826	0.3767	0.3767
set_P                 	1796458291	0.2500	0.2000	0.3000	0.3000	0.1000	0.1000
set_recall            	1796458291	0.3846	0.3077	0.4615	0.4615	0.1538	0.1538
set_F                 	1796458291	0.3030	0.2424	0.3636	0.3636	0.1212	0.1212
num_ret               	1802054300	20	20	20	20	20	20
num_rel               	1802054300	30	30	30	30	30	30
num_rel_ret           	1802054300	7	7	7	7	7	6
map                   	1802054300	0.1817	0.1147	0.1568	0.1890	0.1424	0.1300
ndcg_cut_01            	1802054300	1.0000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	1802054300	0.8066	0.3066	0.5000	0.5000	0.3066	0.5000
ndcg_cut_03            	1802054300	0.6173	0.2346	0.6173	0.6173	0.3520	0.3827
ndcg_cut_04            	1802054300	0.5976	0.1952	0.5135	0.5976	0.3768	0.3183
ndcg_cut_05            	1802054300	0.6504	0.1696	0.4462	0.5192	0.3274	0.4078
ndcg_cut_06            	1802054300	0.6342	0.2052	0.3981	0.5710	0.2921	0.3638
ndcg_cut_07            	1802054300	0.5761	0.2322	0.3616	0.5187	0.2653	0.3305
ndcg_cut_08            	1802054300	0.5301	0.2137	0.3327	0.4773	0.2442	0.3041
ndcg_cut_09            	1802054300	0.5107	0.2058	0.3205	0.4598	0.2352	0.3296
ndcg_cut_10           	1802054300	0.5273	0.1988	0.3436	0.4442	0.2612	0.3184
ndcg_cut_11           	1802054300	0.5106	0.2243	0.3645	0.4300	0.3165	0.3401
ndcg_cut_12           	1802054300	0.4953	0.2773	0.4134	0.4172	0.3668	0.3299
ndcg_cut_13           	1802054300	0.4813	0.3260	0.4017	0.4054	0.3564	0.3206
ndcg_cut_14           	1802054300	0.4684	0.3172	0.3910	0.3946	0.3737	0.3120
ndcg_cut_15           	1802054300	0.4820	0.3092	0.3810	0.4100	0.3641	0.3550
ndcg_cut_16           	1802054300	0.4703	0.3260	0.3717	0.4243	0.3553	0.3464
ndcg_cut_17           	1802054300	0.4593	0.3184	0.3631	0.4145	0.3470	0.3383
ndcg_cut_18           	1802054300	0.4490	0.3112	0.3550	0.4052	0.3393	0.3308
ndcg_cut_19           	1802054300	0.4394	0.3046	0.3473	0.3965	0.3320	0.3237
ndcg_cut_20           	1802054300	0.4303	0.2983	0.3608	0.3883	0.3251	0.3170
set_P                 	1802054300	0.3500	0.3500	0.3500	0.3500	0.3500	0.3000
set_recall            	1802054300	0.2333	0.2333	0.2333	0.2333	0.2333	0.2000
set_F                 	1802054300	0.2800	0.2800	0.2800	0.2800	0.2800	0.2400
num_ret               	1888395491	20	20	20	20	20	20
num_rel               	1888395491	4	4	4	4	4	4
num_rel_ret           	1888395491	4	4	4	4	4	4
map                   	1888395491	1.0000	1.0000	1.0000	1.0000	0.8542	0.9500
ndcg_cut_01            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	1888395491	1.0000	1.0000	1.0000	1.0000	0.7654	1.0000
ndcg_cut_04            	1888395491	1.0000	1.0000	1.0000	1.0000	0.8048	0.8319
ndcg_cut_05            	1888395491	1.0000	1.0000	1.0000	1.0000	0.8048	0.9829
ndcg_cut_06            	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_07            	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_08            	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_09            	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_10           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_11           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_12           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_13           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_14           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_15           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_16           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_17           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_18           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_19           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
ndcg_cut_20           	1888395491	1.0000	1.0000	1.0000	1.0000	0.9439	0.9829
set_P                 	1888395491	0.2000	0.2000	0.2000	0.2000	0.2000	0.2000
set_recall            	1888395491	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
set_F                 	1888395491	0.3333	0.3333	0.3333	0.3333	0.3333	0.3333
num_ret               	1911613041	20	20	20	20	20	20
num_rel               	1911613041	25	25	25	25	25	25
num_rel_ret           	1911613041	11	7	11	11	9	11
map                   	1911613041	0.3888	0.1552	0.4075	0.3302	0.1831	0.3948
ndcg_cut_01            	1911613041	0.5000	0.5000	0.5000	1.0000	0.5000	0.5000
ndcg_cut_02            	1911613041	0.6934	0.5000	0.5000	0.8066	0.3066	0.5000
ndcg_cut_03            	1911613041	0.6480	0.3827	0.6173	0.7346	0.2346	0.6173
ndcg_cut_04            	1911613041	0.5391	0.3183	0.5976	0.7793	0.2793	0.5976
ndcg_cut_05            	1911613041	0.5340	0.2766	0.5848	0.6770	0.2426	0.5848
ndcg_cut_06            	1911613041	0.6175	0.2608	0.6084	0.6384	0.2858	0.5515
ndcg_cut_07            	1911613041	0.6368	0.2476	0.6283	0.6061	0.2713	0.6248
ndcg_cut_08            	1911613041	0.6534	0.2820	0.5995	0.6241	0.3046	0.6419
ndcg_cut_09            	1911613041	0.6679	0.2702	0.6581	0.5981	0.2919	0.6151
ndcg_cut_10           	1911613041	0.7193	0.2984	0.6327	0.6136	0.2806	0.6685
ndcg_cut_11           	1911613041	0.6935	0.2877	0.6459	0.6274	0.2705	0.6804
ndcg_cut_12           	1911613041	0.7038	0.2780	0.6914	0.6063	0.2951	0.6912
ndcg_cut_13           	1911613041	0.6815	0.3008	0.6695	0.6188	0.2857	0.6693
ndcg_cut_14           	1911613041	0.6612	0.2918	0.6495	0.6601	0.2772	0.6493
ndcg_cut_15           	1911613041	0.6708	0.2836	0.6311	0.6414	0.2977	0.6309
ndcg_cut_16           	1911613041	0.6526	0.2759	0.6140	0.6240	0.2896	0.6409
ndcg_cut_17           	1911613041	0.6358	0.2946	0.6240	0.6079	0.2822	0.6243
ndcg_cut_18           	1911613041	0.6201	0.2873	0.6086	0.6176	0.2999	0.6089
ndcg_cut_19           	1911613041	0.6054	0.3042	0.5941	0.6267	0.3165	0.5945
ndcg_cut_20           	1911613041	0.5916	0.2973	0.5806	0.6124	0.3549	0.5809
set_P                 	1911613041	0.5500	0.3500	0.5500	0.5500	0.4500	0.5500
set_recall            	1911613041	0.4400	0.2800	0.4400	0.4400	0.3600	0.4400
set_F                 	1911613041	0.4889	0.3111	0.4889	0.4889	0.4000	0.4889
num_ret               	1973672910	20	20	20	20	20	20
num_rel               	1973672910	25	25	25	25	25	25
num_rel_ret           	1973672910	8	3	8	9	7	5
map                   	1973672910	0.2462	0.0552	0.2192	0.3288	0.0909	0.1111
ndcg_cut_01            	1973672910	0.5000	0.5000	0.5000	1.0000	0.0000	0.5000
ndcg_cut_02            	1973672910	0.5000	0.3066	0.5000	1.0000	0.1934	0.3066
ndcg_cut_03            	1973672910	0.6994	0.2658	0.4335	1.0000	0.1677	0.5317
ndcg_cut_04            	1973672910	0.6275	0.2385	0.4917	1.0000	0.1505	0.4770
ndcg_cut_05            	1973672910	0.6590	0.2184	0.4502	1.0000	0.1378	0.4367
ndcg_cut_06            	1973672910	0.6114	0.2026	0.4177	0.9278	0.1278	0.4774
ndcg_cut_07            	1973672910	0.5728	0.1898	0.4545	0.9324	0.1197	0.4472
ndcg_cut_08            	1973672910	0.5404	0.1791	0.5418	0.9362	0.1130	0.4219
ndcg_cut_09            	1973672910	0.5639	0.1699	0.5653	0.9395	0.1072	0.4003
ndcg_cut_10           	1973672910	0.5843	0.1620	0.5388	0.8955	0.1022	0.3816
ndcg_cut_11           	1973672910	0.5591	0.1550	0.5155	0.8568	0.1410	0.3651
ndcg_cut_12           	1973672910	0.6170	0.1889	0.4948	0.8224	0.1353	0.3906
ndcg_cut_13           	1973672910	0.6314	0.1818	0.4762	0.7914	0.1678	0.3759
ndcg_cut_14           	1973672910	0.6091	0.2107	0.4594	0.7635	0.1972	0.3627
ndcg_cut_15           	1973672910	0.5887	0.2037	0.5108	0.7714	0.2240	0.3506
ndcg_cut_16           	1973672910	0.5701	0.1973	0.4946	0.7470	0.2169	0.3395
ndcg_cut_17           	1973672910	0.5530	0.1913	0.4798	0.7245	0.2405	0.3293
ndcg_cut_18           	1973672910	0.5371	0.1858	0.4660	0.7037	0.2623	0.3485
ndcg_cut_19           	1973672910	0.5224	0.1808	0.4532	0.6845	0.2551	0.3389
ndcg_cut_20           	1973672910	0.5087	0.1760	0.4676	0.6665	0.2484	0.3300
set_P                 	1973672910	0.4000	0.1500	0.4000	0.4500	0.3500	0.2500
set_recall            	1973672910	0.3200	0.1200	0.3200	0.3600	0.2800	0.2000
set_F                 	1973672910	0.3556	0.1333	0.3556	0.4000	0.3111	0.2222
num_ret               	1976585275	20	20	20	20	20	20
num_rel               	1976585275	6	6	6	6	6	6
num_rel_ret           	1976585275	6	5	6	6	5	5
map                   	1976585275	0.9167	0.6161	0.8825	0.9167	0.5161	0.8333
ndcg_cut_01            	1976585275	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
ndcg_cut_02            	1976585275	0.8066	1.0000	1.0000	1.0000	0.6131	0.5000
ndcg_cut_03            	1976585275	0.9652	0.8671	1.0000	1.0000	0.5317	0.5665
ndcg_cut_04            	1976585275	0.9688	0.7780	1.0000	1.0000	0.4770	0.7137
ndcg_cut_05            	1976585275	0.9714	0.7123	0.9155	1.0000	0.5212	0.8224
ndcg_cut_06            	1976585275	0.9013	0.7331	0.9216	0.9278	0.5558	0.7630
ndcg_cut_07            	1976585275	0.9013	0.8006	0.9216	0.9278	0.6908	0.7630
ndcg_cut_08            	1976585275	0.9013	0.8645	0.9216	0.9278	0.7548	0.7630
ndcg_cut_09            	1976585275	0.9013	0.8645	0.9216	0.9278	0.7548	0.7630
ndcg_cut_10           	1976585275	0.9013	0.8645	0.9216	0.9278	0.7548	0.7630
ndcg_cut_11           	1976585275	0.9013	0.8645	0.9216	0.9278	0.7548	0.7630
ndcg_cut_12           	1976585275	0.9561	0.8645	0.9216	0.9826	0.7548	0.7630
ndcg_cut_13           	1976585275	0.9561	0.8645	0.9748	0.9826	0.7548	0.7630
ndcg_cut_14           	1976585275	0.9561	0.8645	0.9748	0.9826	0.7548	0.7630
ndcg_cut_15           	1976585275	0.9561	0.8645	0.9748	0.9826	0.7548	0.7630
ndcg_cut_16           	1976585275	0.9561	0.8645	0.9748	0.9826	0.7548	0.7630
ndcg_cut_17           	1976585275	0.9561	0.8645	0.9748	0.9826	0.7548	0.7630
ndcg_cut_18           	1976585275	0.9561	0.8645	0.9748	0.9826	0.7548	0.7630
ndcg_cut_19           	1976585275	0.9561	0.8645	0.9748	0.9826	0.7548	0.7630
ndcg_cut_20           	1976585275	0.9561	0.8645	0.9748	0.9826	0.7548	0.7630
set_P                 	1976585275	0.3000	0.2500	0.3000	0.3000	0.2500	0.2500
set_recall            	1976585275	1.0000	0.8333	1.0000	1.0000	0.8333	0.8333
set_F                 	1976585275	0.4615	0.3846	0.4615	0.4615	0.3846	0.3846
num_ret               	2021450258	20	20	20	20	20	20
num_rel               	2021450258	13	13	13	13	13	13
num_rel_ret           	2021450258	4	4	4	3	5	3
map                   	2021450258	0.1951	0.2299	0.2308	0.1795	0.1897	0.1769
ndcg_cut_01            	2021450258	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	2021450258	1.0000	0.6131	1.0000	1.0000	0.3869	1.0000
ndcg_cut_03            	2021450258	0.7654	0.7039	0.7654	0.7654	0.5307	0.7654
ndcg_cut_04            	2021450258	0.6367	0.6696	0.6367	0.6367	0.5256	0.6367
ndcg_cut_05            	2021450258	0.5531	0.5818	0.6844	0.5531	0.4566	0.5531
ndcg_cut_06            	2021450258	0.4935	0.5191	0.6106	0.4935	0.4074	0.4935
ndcg_cut_07            	2021450258	0.4483	0.5173	0.5546	0.4483	0.3701	0.4483
ndcg_cut_08            	2021450258	0.4297	0.4958	0.5316	0.4297	0.3547	0.4297
ndcg_cut_09            	2021450258	0.4133	0.4769	0.5113	0.4896	0.3412	0.4133
ndcg_cut_10           	2021450258	0.3987	0.4601	0.5286	0.4723	0.3291	0.4340
ndcg_cut_11           	2021450258	0.3855	0.4449	0.5112	0.4567	0.3182	0.4197
ndcg_cut_12           	2021450258	0.4046	0.4311	0.4953	0.4426	0.3084	0.4067
ndcg_cut_13           	2021450258	0.3927	0.4185	0.4809	0.4296	0.2994	0.3948
ndcg_cut_14           	2021450258	0.4497	0.4185	0.4809	0.4296	0.3279	0.3948
ndcg_cut_15           	2021450258	0.4497	0.4185	0.4809	0.4296	0.3279	0.3948
ndcg_cut_16           	2021450258	0.4497	0.4185	0.4809	0.4296	0.3279	0.3948
ndcg_cut_17           	2021450258	0.4497	0.4185	0.4809	0.4296	0.3279	0.3948
ndcg_cut_18           	2021450258	0.4497	0.4185	0.4809	0.4296	0.3279	0.3948
ndcg_cut_19           	2021450258	0.4497	0.4185	0.4809	0.4296	0.3536	0.3948
ndcg_cut_20           	2021450258	0.4497	0.4185	0.4809	0.4296	0.3536	0.3948
set_P                 	2021450258	0.2000	0.2000	0.2000	0.1500	0.2500	0.1500
set_recall            	2021450258	0.3077	0.3077	0.3077	0.2308	0.3846	0.2308
set_F                 	2021450258	0.2424	0.2424	0.2424	0.1818	0.3030	0.1818
num_ret               	2043956000	20	20	20	20	20	20
num_rel               	2043956000	27	27	27	27	27	27
num_rel_ret           	2043956000	10	1	8	9	1	7
map                   	2043956000	0.2459	0.0021	0.1182	0.2101	0.0053	0.1329
ndcg_cut_01            	2043956000	0.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	2043956000	0.3869	0.0000	0.6131	0.6131	0.0000	0.6131
ndcg_cut_03            	2043956000	0.5307	0.0000	0.4693	0.4693	0.0000	0.4693
ndcg_cut_04            	2043956000	0.5256	0.0000	0.3904	0.4744	0.0000	0.3904
ndcg_cut_05            	2043956000	0.5878	0.0000	0.3392	0.5434	0.0000	0.4704
ndcg_cut_06            	2043956000	0.5783	0.0000	0.3026	0.5926	0.0000	0.4197
ndcg_cut_07            	2043956000	0.5712	0.0000	0.2749	0.5841	0.0916	0.4728
ndcg_cut_08            	2043956000	0.5256	0.0000	0.2529	0.5375	0.0843	0.5149
ndcg_cut_09            	2043956000	0.4884	0.0000	0.2350	0.4995	0.0783	0.5492
ndcg_cut_10           	2043956000	0.4573	0.0000	0.2519	0.4677	0.0734	0.5143
ndcg_cut_11           	2043956000	0.4887	0.0000	0.2373	0.4985	0.0691	0.4845
ndcg_cut_12           	2043956000	0.4754	0.0000	0.2854	0.5394	0.0672	0.4713
ndcg_cut_13           	2043956000	0.4631	0.0000	0.2780	0.5255	0.0655	0.4592
ndcg_cut_14           	2043956000	0.4518	0.0000	0.3203	0.5126	0.0639	0.4479
ndcg_cut_15           	2043956000	0.4880	0.0000	0.3362	0.5240	0.0624	0.4374
ndcg_cut_16           	2043956000	0.4995	0.0000	0.3286	0.5123	0.0610	0.4276
ndcg_cut_17           	2043956000	0.4887	0.0000	0.3430	0.5228	0.0597	0.4399
ndcg_cut_18           	2043956000	0.4786	0.0413	0.3360	0.5120	0.0585	0.4308
ndcg_cut_19           	2043956000	0.4691	0.0405	0.3492	0.5018	0.0573	0.4223
ndcg_cut_20           	2043956000	0.4793	0.0397	0.3809	0.4922	0.0562	0.4334
set_P                 	2043956000	0.5000	0.0500	0.4000	0.4500	0.0500	0.3500
set_recall            	2043956000	0.3704	0.0370	0.2963	0.3333	0.0370	0.2593
